,emb1,emb2,y
143,-0.7109927,0.9910092,0.0
144,0.716717,0.42690074,0.0
145,-0.39221206,-0.14839678,0.0
146,5.037706,1.5129807,0.0
147,0.69134593,1.0874093,0.0
148,0.892879,1.1093328,0.0
149,0.706676,1.1024337,0.0
150,5.6528587,1.538502,0.0
151,1.306959,1.1746175,0.0
152,0.70819557,1.0987976,0.0
153,-0.42201677,0.35829204,0.0
154,-0.41599518,-0.107826084,0.0
155,0.40267923,-0.0546093,0.0
156,1.227241,1.1553314,0.0
157,-0.40260807,0.36379957,0.0
158,-0.72158146,0.9722591,0.0
159,0.66933644,1.092629,0.0
160,5.317404,0.34513396,0.0
161,1.2687867,0.51155454,1.0
162,-0.42030627,-0.10047194,0.0
163,0.6966202,1.1145024,0.0
164,-0.7134491,0.97729784,0.0
165,5.5593977,1.544702,0.0
166,-0.71636456,0.97065,0.0
167,5.6353154,1.5146601,0.0
168,0.68485105,1.0810239,0.0
169,0.7300558,0.42796373,0.0
170,-0.78778946,0.97850305,0.0
171,-0.41620928,-0.10746087,0.0
172,1.2082115,1.1406939,0.0
173,5.0203667,1.5134156,0.0
174,0.6936449,1.1108556,0.0
175,1.3161871,1.1863065,1.0
176,-0.41719657,-0.10577671,0.0
177,5.0438375,1.5256448,0.0
178,0.52802193,-0.041112155,0.0
179,1.225762,1.143801,0.0
180,0.75569224,-0.051511496,1.0
181,-0.41908216,-0.1025601,1.0
182,0.8841177,1.0953405,0.0
183,-0.41968638,-0.10152939,0.0
184,-0.42636982,0.3724532,0.0
185,5.004335,1.5107214,0.0
186,-0.4165749,-0.10683714,1.0
187,0.7481328,-0.059074372,0.0
188,4.710292,0.27680296,1.0
189,4.4779205,0.87673277,0.0
190,5.620166,1.5600564,0.0
191,-0.41870958,-0.10319571,0.0
192,1.3348066,1.1719697,1.0
193,1.226689,0.4966398,1.0
194,0.78407633,-0.050966084,0.0
195,5.3185,0.34512132,0.0
196,0.67969143,1.079171,0.0
197,-0.6702134,0.3258348,0.0
198,0.3396184,-0.06459376,0.0
199,0.8094814,-0.037424058,0.0
200,4.448638,0.8640143,0.0
201,-0.41822964,-0.10401444,0.0
202,-0.3317801,-0.2514853,0.0
203,-0.37944677,0.36452746,0.0
204,5.6590614,1.523418,0.0
205,0.35588107,-0.06474152,0.0
206,-0.40106958,-0.1332871,0.0
207,0.6517415,1.0777822,0.0
208,1.2117333,1.1507084,0.0
209,4.9949775,1.5108433,0.0
210,-0.94092965,0.95256025,1.0
211,1.3662957,1.1678135,0.0
212,5.563051,1.5441554,0.0
213,0.8505455,-0.05464551,0.0
214,0.71389854,1.0895267,0.0
215,5.5769424,1.5433002,0.0
216,0.7252537,1.077486,0.0
217,0.7382848,-0.06935313,0.0
218,0.41529182,-0.05443093,0.0
219,1.1852666,1.1516397,0.0
220,5.2573333,0.34195137,0.0
221,-1.0077314,0.94542843,0.0
222,5.656803,1.540592,0.0
223,0.70328116,1.0986571,0.0
224,-0.7294501,0.98930556,1.0
225,0.69052804,1.080967,0.0
226,0.7282809,1.09512,0.0
227,-0.718438,0.9889192,1.0
228,5.639429,1.5155025,0.0
229,5.319749,0.3452584,0.0
230,1.3352734,0.5182203,0.0
231,5.3254366,0.34673142,0.0
232,4.6885304,0.27781022,0.0
233,-0.70573366,0.97730833,0.0
234,-0.39409724,0.37916148,0.0
235,0.6596284,1.0911233,0.0
236,0.8016702,-0.058306098,0.0
237,-0.712964,0.99260825,1.0
238,-0.33149546,-0.25197086,1.0
239,0.77452004,0.4460565,0.0
240,-0.7578653,0.9716032,0.0
241,0.67425716,1.0946603,0.0
242,-0.41668934,-0.10664192,0.0
243,-0.33326256,-0.24895643,0.0
244,0.7459049,0.43158692,0.0
245,0.40705058,-0.061727166,0.0
246,-0.42021134,-0.10063389,0.0
247,-0.7523309,0.96723455,0.0
248,1.1934127,1.1501389,0.0
249,4.7229013,0.27998197,1.0
250,0.6986586,0.42518795,0.0
251,0.7153926,1.1024961,0.0
252,1.1951329,1.1579959,0.0
253,0.76042676,0.42555088,0.0
254,-1.0324575,0.94377273,0.0
255,0.6219127,1.0829098,0.0
256,-0.4338239,0.37207854,0.0
257,-0.7750015,0.9801726,0.0
258,0.8974651,1.1304555,0.0
259,1.1817306,1.1474547,0.0
260,5.634748,1.5138891,0.0
261,0.6691376,1.0946391,0.0
262,1.2286223,0.4959529,0.0
263,1.2075105,0.49316865,0.0
264,0.7283553,1.0919695,0.0
265,0.6987673,1.1003067,0.0
266,5.0441546,1.525279,0.0
267,5.3162336,0.34581405,0.0
268,-0.41393602,-0.111338705,0.0
269,0.8829074,-0.04342583,0.0
270,5.6472225,1.5387325,0.0
271,0.6519159,1.1037545,0.0
272,0.7622613,-0.048302412,0.0
273,0.416999,-0.06590775,0.0
274,0.700932,1.08673,0.0
275,-0.75374234,0.96544415,0.0
276,0.6778512,1.0930564,0.0
277,5.3367686,0.34710038,0.0
278,1.1514465,1.1298242,1.0
279,0.38975856,-0.058490932,0.0
280,-0.7585163,0.9647512,0.0
281,0.90407133,1.1317892,0.0
282,-0.745373,0.9842586,0.0
283,0.73192096,-0.07130557,0.0
284,0.7640618,-0.07763392,0.0
285,4.7434926,0.28262305,0.0
286,5.0537443,0.86629206,1.0
287,0.40752408,-0.054756343,0.0
288,1.206316,1.1776457,1.0
289,-1.0072623,0.9454035,0.0
290,0.75320995,0.4439813,0.0
291,0.3910437,-0.05425468,0.0
292,1.1927365,0.48163015,1.0
293,0.7495767,1.0815752,0.0
294,0.67900026,1.0930626,0.0
295,0.7166412,1.0806608,0.0
296,5.322265,0.34432763,0.0
297,-0.7151221,0.9788731,0.0
298,5.6491375,1.5339077,0.0
299,5.6542253,1.5406854,0.0
300,0.6790025,1.0775614,0.0
301,0.9072058,1.1167104,0.0
302,0.7215172,1.0958774,0.0
303,5.3528233,0.3466307,0.0
304,1.1766467,1.1461015,0.0
305,-0.7471279,0.9714834,0.0
306,0.67654383,1.0809288,1.0
307,0.7239233,0.4267965,0.0
308,0.7457417,1.1105287,0.0
309,-0.6683168,0.9854943,0.0
310,-1.0238554,0.929099,0.0
311,-0.41708156,-0.10597287,1.0
312,0.39950708,-0.05308765,0.0
313,0.77549994,-0.055361778,1.0
314,1.2032349,0.49351847,0.0
315,5.6508684,1.5421352,0.0
316,0.69438696,0.4231577,0.0
317,-0.7254292,0.98932797,0.0
318,0.7240195,1.107228,0.0
319,0.3971266,-0.058320165,0.0
320,5.034089,1.5126684,0.0
321,5.0574193,1.5137105,0.0
322,0.3971266,-0.058320165,0.0
323,0.715873,1.0895727,0.0
324,1.2711537,0.501447,0.0
325,5.0304666,0.8980691,0.0
326,1.3096938,0.5245129,0.0
327,0.6724864,0.43915743,0.0
328,-0.7076547,0.97891456,0.0
329,5.0046945,1.512697,1.0
330,1.1947446,1.1514118,0.0
331,-1.0122615,0.92716056,0.0
332,-0.95568955,0.93644875,1.0
333,1.2235142,1.1459341,0.0
334,-0.6940018,0.9820383,0.0
335,0.67764246,1.0809278,0.0
336,-0.32491565,-0.26319507,1.0
337,0.73891604,-0.051104814,0.0
338,-0.9480579,0.93611246,0.0
339,0.7544279,-0.05186054,1.0
340,0.68718517,1.0826073,0.0
341,5.069009,0.8772606,0.0
342,5.6551657,1.5370767,0.0
343,-0.6946183,0.97897536,0.0
344,-0.70938116,0.97568256,0.0
345,1.3120674,1.1608946,1.0
346,0.3664103,-0.053740084,0.0
347,0.41377166,-0.054221928,0.0
348,0.4787852,-0.0667215,0.0
349,0.39760813,-0.061494112,0.0
350,0.6991445,1.0825922,0.0
351,1.230385,1.1544299,0.0
352,5.0467935,0.9110661,0.0
353,0.7762798,1.0885463,0.0
354,0.4088252,-0.058125377,0.0
355,0.6899688,1.0855823,0.0
356,5.654787,1.542453,0.0
357,-1.0232707,0.9281015,0.0
358,0.8194883,-0.04803431,0.0
359,5.652794,1.5384274,0.0
360,0.710317,1.0881956,0.0
361,1.2380635,1.1723089,0.0
362,5.005472,1.5083673,0.0
363,0.7196225,1.0986838,0.0
364,5.0252256,1.5128756,0.0
365,0.9000486,1.1245434,0.0
366,-0.7176235,0.97363716,0.0
367,5.6386366,1.5290556,0.0
368,5.6441197,1.5300429,0.0
369,0.72642744,1.0910623,0.0
370,-1.0337982,0.9460599,0.0
371,0.71155035,1.0879292,0.0
372,-0.72924906,0.9893349,0.0
373,5.069332,0.9145314,0.0
374,5.3217587,0.34623522,0.0
375,-0.41918895,-0.102377966,0.0
376,1.2044238,1.1533515,0.0
377,0.87346184,1.1249659,0.0
378,-0.32638645,-0.26068607,1.0
379,1.1954896,1.1492634,0.0
380,-0.7535411,0.9726427,0.0
381,5.6303234,1.5258038,0.0
382,-0.39938313,0.3627848,0.0
383,5.650428,1.5369473,0.0
384,0.728258,1.1072416,0.0
385,5.6328087,1.5165572,0.0
386,1.1636468,1.1549902,1.0
387,0.8993746,1.1265585,0.0
388,0.40173903,-0.05458677,0.0
389,1.1607791,1.1364396,0.0
390,0.69436026,0.43395936,0.0
391,0.70261884,0.41106474,0.0
392,0.7050822,1.0874782,0.0
393,0.7128756,1.0973847,0.0
394,5.6532454,1.5366113,0.0
395,0.69934905,1.1059003,0.0
396,0.68348384,1.0929034,0.0
397,-0.9801216,0.9369387,0.0
398,5.3221674,0.34561747,0.0
399,-0.579139,0.31660223,0.0
400,5.6425953,1.518949,0.0
401,0.93331826,-0.03443432,0.0
402,-0.41972983,-0.10145527,0.0
403,0.7065786,1.083153,0.0
404,-1.0261787,0.933062,0.0
405,4.998822,1.5234423,0.0
406,0.5151646,-0.061624795,0.0
407,5.636679,1.5268102,0.0
408,0.7793976,-0.060592473,0.0
409,5.6503515,1.5403991,0.0
410,-0.33025852,-0.2540809,0.0
411,0.6731585,1.0946612,0.0
412,5.65161,1.5389986,0.0
413,0.41529182,-0.05443093,0.0
414,5.6378584,1.530412,0.0
415,0.2993287,-0.06591728,0.0
416,0.74242604,1.096128,0.0
417,1.2930452,1.069586,1.0
418,0.42975673,-0.05637455,0.0
419,5.639843,1.5214882,0.0
420,-0.4167392,-0.10655691,0.0
421,-0.76047325,0.9671753,0.0
422,1.2051848,1.1583321,1.0
423,0.5159954,-0.04272598,0.0
424,-0.7569262,0.9672089,0.0
425,5.640813,1.5376596,0.0
426,-1.0143976,0.9294366,0.0
427,0.7935469,-0.039820492,0.0
428,-0.7180445,0.97727233,0.0
429,-0.39813477,-0.13829347,0.0
430,5.016995,1.5118144,0.0
431,0.71012104,1.0790193,0.0
432,-0.6943671,0.98058945,0.0
433,-1.0257078,0.9322588,0.0
434,1.3012625,1.1676104,0.0
435,-0.76299757,0.968775,0.0
436,0.7273017,0.42666852,0.0
437,5.0283775,1.5259738,0.0
438,1.2160804,0.4962148,0.0
439,0.8039689,-0.048788637,0.0
440,5.1401725,1.5058699,1.0
441,1.1854213,1.1457713,0.0
442,5.641477,1.5353796,0.0
443,1.2493101,1.1549342,0.0
444,0.71112823,1.1129591,0.0
445,0.72967184,1.0882916,0.0
446,0.8913425,1.1168244,0.0
447,-0.41411412,-0.111034885,0.0
448,0.3971772,-0.0583103,1.0
449,0.8185754,-0.028049529,1.0
450,0.72943985,1.0901465,0.0
451,5.655262,1.5347502,0.0
452,0.89092433,1.0956867,0.0
453,-0.92876244,0.9484789,1.0
454,5.634276,1.5305619,0.0
455,0.4199306,-0.060290605,0.0
456,-0.77093023,0.980202,0.0
457,-0.7228308,0.972238,0.0
458,0.7446877,1.090239,0.0
459,5.5887165,1.5565615,1.0
460,5.56468,1.5433238,0.0
461,0.8617197,1.1171944,1.0
462,-0.4137938,-0.111581326,0.0
463,5.6381106,1.529068,0.0
464,-0.41423637,-0.11082636,0.0
465,0.7825552,-0.05249369,0.0
466,0.66888654,1.093025,0.0
467,0.6865102,1.0825896,0.0
468,0.401607,-0.057010114,0.0
469,0.72520316,1.0774789,0.0
470,1.248225,0.51317835,1.0
471,5.6555085,1.5270963,0.0
472,4.679408,0.27212518,0.0
473,-0.39814612,0.36525136,0.0
474,-0.9916978,0.9471416,0.0
475,0.81019235,-0.050165445,0.0
476,0.7431176,0.428639,0.0
477,0.713428,1.0974705,0.0
478,-0.6993247,0.99591166,0.0
479,-1.005484,0.94587547,0.0
480,-0.41423678,-0.1108257,0.0
481,-0.72033083,0.9925813,0.0
482,5.655586,1.5279033,0.0
483,0.7256082,1.1056004,0.0
484,0.7048304,1.0874417,0.0
485,5.649307,1.523803,0.0
486,5.6526375,1.5246127,0.0
487,5.6247716,1.5208344,0.0
488,-0.73676676,0.9892861,0.0
489,0.3168085,-0.07025549,0.0
490,0.8527397,-0.04238066,1.0
491,-0.4313792,0.37012845,0.0
492,0.89265394,1.1233101,0.0
493,0.72824657,1.0934975,0.0
494,0.8822237,1.1182587,0.0
495,-0.42043024,0.3773533,0.0
496,0.7222618,1.1037273,0.0
497,0.708779,1.0895054,0.0
498,0.77039397,-0.055232257,0.0
499,0.6596693,0.42015725,0.0
500,-1.0016698,0.93446034,0.0
501,-0.33241567,-0.2504011,0.0
502,0.4000781,-0.05841887,0.0
503,0.38908806,-0.055298418,0.0
504,0.7227286,1.0882461,0.0
505,0.71196055,0.4302556,0.0
506,0.6748314,1.0946636,0.0
507,-0.41916156,-0.102424726,0.0
508,0.8969575,-0.053424686,0.0
509,0.67966485,1.0805197,0.0
510,0.68321097,1.0809474,0.0
511,0.8758353,1.1074259,0.0
512,1.1775012,1.1458268,0.0
513,0.70581627,1.0881622,0.0
514,0.7098273,1.0879197,0.0
515,0.7544075,1.1091092,0.0
516,5.641314,1.5376318,0.0
517,5.573903,1.5450921,0.0
518,-0.4110253,0.37550086,0.0
519,0.7354647,0.43196023,0.0
520,5.589367,1.5455928,0.0
521,-1.0276816,0.93562573,1.0
522,0.7063508,1.1022966,0.0
523,0.759313,-0.059115946,0.0
524,-0.72767663,0.9893227,1.0
525,1.1718866,1.1565046,0.0
526,0.88634884,-0.028481275,0.0
527,0.6748282,1.0739007,0.0
528,1.2176868,1.1373534,0.0
529,0.7561569,-0.057826847,0.0
530,0.7883426,-0.036748856,1.0
531,-0.37606484,0.38568294,0.0
532,5.625822,1.5236754,0.0
533,0.67090094,1.0966899,0.0
534,0.8443774,1.1019783,0.0
535,-1.0085883,0.9481142,0.0
536,0.4030657,-0.054451674,0.0
537,5.6402555,1.5467558,1.0
538,0.70839787,1.0790095,0.0
539,0.37488976,-0.05822,0.0
540,-0.41677958,-0.106488004,0.0
541,-0.41670865,-0.10660899,0.0
542,0.4062105,-0.058421493,0.0
543,0.38011482,-0.07228491,0.0
544,-0.77061844,0.97842115,0.0
545,0.6629087,1.1044679,0.0
546,5.6498537,1.5421836,0.0
547,0.6565976,1.0799513,0.0
548,-0.7374316,0.98428863,0.0
549,-0.33283937,-0.24967831,0.0
550,0.73294914,1.0947433,0.0
551,0.7718679,-0.05712807,0.0
552,-0.42104846,-0.09920585,0.0
553,5.644433,1.5392902,0.0
554,0.6909479,1.1002142,0.0
555,0.893101,1.1283569,0.0
556,5.6591516,1.5287423,0.0
557,5.648982,1.5373042,0.0
558,0.75020397,1.0852022,0.0
559,-0.63345957,0.81624347,1.0
560,-0.71090007,0.98050207,0.0
561,1.1775986,1.1580842,0.0
562,0.37492886,-0.050874114,0.0
563,0.74165595,1.0787072,0.0
564,5.642453,1.5370288,0.0
565,0.39120683,-0.049456507,0.0
566,5.660566,1.5329154,0.0
567,5.340266,0.34542817,0.0
568,1.3192643,1.1813502,1.0
569,-1.0080794,0.9324886,0.0
570,-0.39501625,-0.14361322,0.0
571,5.3214726,0.34551823,0.0
572,0.7969643,1.1090467,0.0
573,0.40852627,-0.06441817,0.0
574,5.6405306,1.5190222,0.0
575,0.62161076,1.0667357,0.0
576,5.0483766,1.5129299,0.0
577,0.8713125,1.1258965,0.0
578,0.80654633,-0.027819276,1.0
579,0.6601696,1.0929627,0.0
580,0.32831267,-0.063379794,0.0
581,1.2016492,1.1462338,1.0
582,5.647597,1.5339684,0.0
583,0.72907484,1.100913,0.0
584,0.7201716,0.43894356,1.0
585,5.6451774,1.5239491,0.0
586,5.6326866,1.5288346,0.0
587,4.9964876,1.5120783,1.0
588,0.66571033,1.0909262,0.0
589,0.8867537,1.1127889,0.0
590,0.8939892,1.123584,0.0
591,-1.0316268,0.94777554,1.0
592,0.67998827,1.0789089,0.0
593,-1.0197105,0.9306038,0.0
594,-0.732746,0.98930854,1.0
595,0.71956766,0.41815215,0.0
596,0.40722921,-0.05846268,0.0
597,1.1601081,1.1381738,1.0
598,-0.42234462,0.35857862,0.0
599,5.041875,1.5225649,0.0
600,0.90295684,1.1334052,0.0
601,-0.7322218,0.98930436,0.0
602,-0.41067752,0.37575036,0.0
603,-1.0062901,0.945775,0.0
604,5.3434105,0.34581226,0.0
605,0.8351431,-0.042583346,0.0
606,0.6895299,1.0809824,0.0
607,0.6619029,1.0879924,0.0
608,0.91102207,0.48090863,0.0
609,5.6479893,1.5373683,0.0
610,0.6996845,1.098222,0.0
611,0.89874494,1.1223681,0.0
612,1.2148763,1.1515133,1.0
613,5.6433787,1.531656,0.0
614,1.3333327,1.1846745,1.0
615,5.658601,1.5269825,0.0
616,4.6964264,0.2750854,0.0
617,0.77124083,-0.05216986,1.0
618,-0.7251411,0.9735884,0.0
619,0.89461267,1.1001608,0.0
620,1.2195461,1.1469789,0.0
621,0.35298303,-0.06793997,0.0
622,-0.39486724,-0.14386742,0.0
623,0.72019565,1.092794,0.0
624,0.7641299,0.44732046,0.0
625,-0.73298717,0.98429245,0.0
626,5.0107574,1.5116262,0.0
627,-0.74276376,0.9717764,0.0
628,5.343169,0.34711504,0.0
629,0.3348185,-0.06752211,0.0
630,-1.0175707,0.9356397,0.0
631,-0.33231843,-0.250567,0.0
632,0.6642405,1.0929923,0.0
633,0.6270031,1.065139,0.0
634,0.6941186,1.1108441,0.0
635,1.2139615,1.1543598,0.0
636,4.6726203,0.27331656,0.0
637,5.6592093,1.52177,0.0
638,-0.41659027,-0.10681097,0.0
639,5.643836,1.5374987,1.0
640,1.189313,1.1456947,0.0
641,5.6416936,1.5289183,0.0
642,0.70575225,1.0918095,0.0
643,1.2559861,1.1613209,0.0
644,-0.41669893,-0.10662554,0.0
645,0.7057849,1.0989623,0.0
646,0.9083376,1.1131277,0.0
647,-0.41708702,-0.10596357,0.0
648,0.870744,-0.044183165,0.0
649,1.1618127,0.475636,1.0
650,0.34683254,-0.06686926,0.0
651,0.3453196,-0.06512669,0.0
652,1.1800112,0.4812557,0.0
653,0.72562826,1.100894,0.0
654,-0.39499944,-0.14364187,0.0
655,0.74562526,-0.05268553,0.0
656,5.623118,1.5155549,0.0
657,5.000722,1.5060377,0.0
658,5.0807676,0.8845884,0.0
659,0.699628,1.0753233,0.0
660,5.0306706,1.5140574,0.0
661,5.644271,1.5288248,0.0
662,0.70026743,0.37701434,1.0
663,5.3236,0.34446365,0.0
664,0.7104727,1.1035168,0.0
665,5.6623063,1.532181,0.0
666,1.3475107,1.2065179,1.0
667,0.72189415,1.1006455,0.0
668,-0.760061,0.9654091,0.0
669,5.6525874,1.5371702,1.0
670,-0.723982,0.9877332,0.0
671,5.6340365,1.5233512,0.0
672,-0.9607402,0.93706864,0.0
673,1.1885655,0.4987324,0.0
674,-0.31758675,-0.27569717,0.0
675,5.663296,1.5303602,0.0
676,5.6554437,1.5331259,1.0
677,5.63893,1.517287,0.0
678,-0.6445246,0.3080768,0.0
679,0.3791025,-0.058168173,0.0
680,0.73449886,1.0951405,0.0
681,-0.7713259,0.98086625,0.0
682,0.7497562,-0.060578793,0.0
683,-0.65739244,0.30901736,0.0
684,5.6445575,1.5352583,0.0
685,5.3419695,0.34779507,0.0
686,5.025116,1.5256221,0.0
687,-0.61249804,0.31671,0.0
688,0.7178508,1.0900683,0.0
689,0.7060889,0.42189294,0.0
690,1.2152059,0.51874334,0.0
691,0.86596787,1.1055405,0.0
692,0.7588086,-0.049064517,0.0
693,-0.37757906,0.36258137,0.0
694,5.3437996,0.34788162,0.0
695,-0.7331618,0.98388594,0.0
696,5.649291,1.540416,0.0
697,1.2553632,0.4932599,1.0
698,4.696738,0.2775417,0.0
699,-0.72380626,0.98932296,0.0
700,0.67515194,1.0929852,0.0
701,-0.41404253,-0.111157,0.0
702,0.92231953,1.1213644,0.0
703,1.2073368,1.1363904,1.0
704,-0.41626102,0.37573874,0.0
705,-0.4191622,-0.10242358,0.0
706,5.34282,0.34561402,0.0
707,0.6769651,1.0772936,0.0
708,5.050584,0.87337023,0.0
709,0.6831137,1.082578,0.0
710,1.3432273,1.1746321,0.0
711,-1.0223405,0.9265147,0.0
712,0.7139423,1.1024458,0.0
713,0.71998453,1.1008766,0.0
714,0.7091222,1.1022978,1.0
715,-0.3279626,-0.2579974,0.0
716,0.40032843,-0.059470534,0.0
717,0.7292143,1.0960548,0.0
718,-0.71647215,0.9772602,0.0
719,0.6836883,1.082581,0.0
720,0.75713336,-0.03824523,0.0
721,-0.714799,0.9772623,0.0
722,0.7505735,-0.059942126,0.0
723,-0.41664582,-0.10671617,0.0
724,5.0103073,1.5102999,0.0
725,0.865327,-0.027273268,0.0
726,0.8168186,-0.038418204,0.0
727,1.2150203,1.1405303,0.0
728,1.3344923,0.50676453,1.0
729,0.35844764,-0.06704795,0.0
730,-0.3302601,-0.25407818,0.0
731,0.67999816,1.0930471,1.0
732,-1.0162916,0.93300647,0.0
733,-0.41517782,-0.109220386,0.0
734,0.6866107,1.0826042,0.0
735,5.644395,1.5375102,0.0
736,0.3684173,-0.06570703,0.0
737,1.2999262,0.51296353,0.0
738,0.9127146,1.1294305,0.0
739,5.3393974,0.3474477,0.0
740,5.0104566,0.898711,0.0
741,5.040962,1.5113173,0.0
742,1.1952654,0.4789151,0.0
743,-1.0258162,0.9324437,1.0
744,-0.735046,0.9872567,0.0
745,4.774986,0.28248078,0.0
746,0.6863487,1.1085851,0.0
747,5.0062428,1.5241354,0.0
748,5.3454304,0.34596133,0.0
749,0.72927296,0.43478113,0.0
750,5.657022,1.5436406,0.0
751,1.1692923,1.1442077,0.0
752,0.6836382,1.0825737,0.0
753,0.82042634,-0.033552468,0.0
754,-0.7040998,0.99104744,0.0
755,-0.7198093,0.9889608,0.0
756,-0.4136205,-0.111876965,0.0
757,1.36719,1.181766,1.0
758,0.7947105,-0.030551016,0.0
759,-0.7199107,0.98776263,0.0
760,0.69217956,0.42813915,0.0
761,5.6458635,1.5356455,0.0
762,5.6389904,1.519083,0.0
763,5.644414,1.5265298,1.0
764,1.1653421,1.1430991,0.0
